"","Date","City","State","Shape","Duration","Description","Posted","lat","long"
"6025",2019-12-15 14:00:00,"Harrod","OH","Cylinder","5 seconds","I was driving down Phillips Rd outside of Harrod Ohio when I seen a large round/cylinder shaped aircraft that was just hovering over th",2020-01-31,NA,NA
"6026",2019-12-15 12:45:00,"Valrico","FL","Circle","30 seconds","Four circular UFOs spotted over central Florida.",2019-12-19,27.9458566,-82.2578687
"6027",2019-12-15 11:00:00,"Palmer","MA",NA,"3 seconds","Driving home. Saw large blue light above a house. By the time I realized what I was seeing it zipped away far too fast.",2019-12-19,61.5995703,-149.1110902
"6028",2019-12-15 10:05:00,"Woodinville",NA,NA,"1.736111111111111E-6","Looking into sky the normal starin the sky I had seen for a number of winter nights moved rapidly to the east instead of moving to the",2019-12-19,47.7545827,-122.1588902
"6029",2019-12-15 09:30:00,"Naugatuck","CT","Circle","2 seconds","Object flew like a plane, then just instantly disappeared in seconds.",2020-02-07,41.4878595,-73.0562936253289
"6030",2019-12-15 09:23:00,"Sarasota","FL","Circle","30 seconds","Looked up 12o'clock two blue whitish starbright lights travelin 2 inches apart from ground viewing moving south at very very high rate",2019-12-19,27.3364347,-82.5306527
"6031",2019-12-15 06:45:00,"Lake Elsinore","CA","Flash","2-4 seconds","Green UFO spotted from North Lake Elsinore moving Northwest at extremely high rate of speed.",2019-12-19,33.6680772,-117.3272615
"6032",2019-12-15 06:39:00,"Santa Monica","CA","Teardrop","8 seconds","Silent, oblong-shaped bioluminescent-colored glowing disc observed flying northwest toward Santa Monica Mountains at dawn.",2019-12-19,34.0194704,-118.4912273
"6033",2019-12-15 06:25:00,"Cambridge","OH",NA,NA,"MADAR Node 137",2020-01-31,NA,NA
"6034",2019-12-15 06:25:00,"Marion","IN",NA,NA,"MADAR Node 79",2020-01-31,37.7306054,-88.9331256
"6035",2019-12-15 06:00:00,"Honolulu","HI","Unknown","10 minutes","40+ UFOs flying at a very high altitude from the east to the west over Oahu, Hawaii",2019-12-19,21.304547,-157.8556764
"6036",2019-12-15 05:40:00,"Jupiter","FL","Light","Less than a minute","I was at Jonathan Dickinson State Park for a Boys Scout camp out, it was Sunday morning when I was the first one up I was &quot;using t",2020-06-25,26.9342246,-80.0942087
"6037",2019-12-15 05:30:00,"Hamden","CT","Light","1 second","Driving east on route 6, a blue stream appeared, paused and took off into the cloud cover. Similar to a shooting star, but was bright b",2019-12-19,41.3959287,-72.8968716
"6038",2019-12-15 03:30:00,"Willcox","AZ","Disk","45 minutes","We observered star type lights moving from East to west. They appeared to be in a formation pattern traveling at the same speed. Ther",2019-12-19,32.2529138,-109.8315759
"6039",2019-12-15 02:51:00,"Westford","MA","Flash","2 seconds","Coming home from studying for finals.. step out of my car and this ball of extremely bright green light shot out of the sky down direct",2019-12-19,42.5792583,-71.4378411
"6040",2019-12-15 02:30:00,"Albany","OR","Formation","5 minutes","Looked like a &#128293; moving slower than a Cessna plane going from the south to North it was continually changing shapes which I real",2019-12-19,44.6365071,-123.1059324
"6041",2019-12-15 02:05:00,"Portsmouth","NH","Light","5 minutes","Falling Lights",2019-12-19,43.0702223,-70.7548621
"6042",2019-12-15 01:45:00,"Joppatowne","MD","Fireball","<1 second","A green fireball came down towards the southeast and lasted less than a second.",2019-12-19,39.4156237,-76.3592511
"6043",2019-12-15 01:17:00,"Arlington","TX","Triangle","5 seconds","Walked out side from main house to walk to my cabin &quot;guest house&quot; and seen it in the sky triangle form and alot of lights rig",2019-12-19,32.701939,-97.105623790337
"6044",2019-12-15 00:40:00,"Boise","ID","Flash",".02 seconds","Extreme green flash of light above the valley in the sky.",2019-12-19,43.6166163,-116.200886
"6045",2019-12-15 00:20:00,"Rhome","TX","Light","1 minutes","An extremely bright round object.",2020-02-07,33.0534563,-97.4719662
"6046",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6047",NA,NA,NA,NA,NA,"As me and two relatives drove north on 287 from Haslet. While driving a Circular and definitely w",NA,NA,NA
"6048",2019-12-15 00:16:00,"Hobe Sound","FL","Sphere","1 minute","Witnessed a green sphere on a clear night out west of town in Home Sound Florida",2019-12-19,27.059498,-80.1364323
"6049",2019-12-15 00:00:00,"Alachua","FL",NA,"<1 minute","Large Object Spotted Over Treeline",2020-08-20,29.7895372,-82.4875131
"6050",2019-12-14 00:00:00,"Las Vegas","NV","Changing","1 minute","Three dots of lights turned into over 40 dots of lights, then, into a formation of a bird silhouette flapping its wings.",2019-12-19,36.1672559,-115.1485163
"6051",2019-12-14 23:57:00,"Oklahoma City","OK","Light","2 seconds","Fastest lights ever seen",2019-12-19,35.4729886,-97.5170536
"6052",2019-12-14 22:10:00,"Charlotte","NC","Circle","3 seconds","Large white circular object flying across sky",2019-12-19,35.2272086,-80.8430827
"6053",2019-12-14 22:05:00,"Portland (southeast of)","OR","Sphere","4 seconds","In plaza parking lot of home depot bluish green orb appeared for about a second and a half about the size of a small car and with a sud",2019-12-19,45.5202471,-122.6741949
"6054",2019-12-14 21:55:00,"Glastonbury","CT","Light",".5 seconds","Bright green flash dart across half the sky in less than half a second - color was bright green but unlike any other bright green I hav",2019-12-19,41.7123218,-72.608146
"6055",2019-12-14 21:47:00,"Eglin AFB","FL","Light","~3 seconds","Bright white line zipping above the tree line on Eglin AFB test range",2019-12-19,NA,NA
"6056",2019-12-14 21:00:00,"Arbutus","MD","Light","2-3 minutes","Two yellow lights flying over the Power line causing the street lines to flicker constantly.",2019-12-19,39.2474276,-76.6936144
"6057",2019-12-14 20:35:00,"Wigan",NA,"Cylinder","3 minutes","Cylindrical type object with coloured lights.",2019-12-19,53.5457188,-2.6264624
"6058",2019-12-14 20:00:00,"Chanhassen","MN","Light","5 seconds","I was driving home the evening of Saturday, December 14th, heading East along MN Highway 5, when I noticed above the tree line and slig",2020-04-09,44.8618403,-93.5307207
"6059",2019-12-14 20:00:00,"Arlington","TX","Triangle","8 seconds","Walked out side on the phone seen pass really fast stopped above neighbors house than take off and lights and ship disappeared in thin",2019-12-19,32.701939,-97.105623790337
"6060",2019-12-14 20:00:00,"Vermilion","OH","Circle","2 minutes","The Red Balls were unbelievably bright red. They were very fast.",2019-12-19,NA,NA
"6061",2019-12-14 19:00:00,"Ruskin","FL","Light","2 minutes","2 craft stationary bright as venus, not in air traffic approaches no flashing navigation lights.after about 2 minutes they moved in seq",2019-12-19,27.7208575,-82.4331528
"6062",2019-12-14 19:00:00,"Amarillo","TX","Disk","15 minutes","Standing on back porch smoking a cigarette. I noticed a bright or or Dick shape in the sky that hovered for about 5 minutes and than b",2019-12-19,35.2072185,-101.8338246
"6063",2019-12-14 19:00:00,"N. Center Lake","MN","Changing","5 minutes","Lights over the lake",2019-12-19,NA,NA
"6064",2019-12-14 18:00:00,"Range (SR 323 at Dorn Rd)","OH","Circle","5 minutes","Driving toward Midway,OH on US 323.I had just driven through Range,OH when a family member and myself noticed some object crossing over",2019-12-19,NA,NA
"6065",2019-12-14 18:00:00,"Anthem","AZ","Light","30 seconds","Bright round light in the Northern sky shortly after sunset. It was heading slightly downward and diagonally at a slow velocity; too sl",2019-12-19,33.8613328,-112.1254665
"6066",2019-12-14 17:50:00,"Conowingo","MD","Unknown",NA,"It was a ship with lights coming from it. It took off fast and in a flash was gone. Gone.",2020-06-25,39.680107,-76.1874537
"6067",2019-12-14 15:30:00,"Raleigh","NC","Circle","<3 minutes","On that Saturday afternoon, at approximately 13:30 hours, December 14, while walking in my neighborhood, I looked up as I usually do",2020-04-09,35.7803977,-78.6390989
"6068",2019-12-14 06:36:00,"Mountlake Terrace","WA",NA,NA,"MADAR Node 100",2020-01-31,47.7909667,-122.3066395
"6069",2019-12-14 06:04:00,"Boynton Beach","FL","Other","4 minutes","Pre dawn looking up in sky I see a light moving south west over the coast at very high speed no sound I looked away to adjust my sight",2019-12-19,26.5256179,-80.0666026
"6070",2019-12-14 06:00:00,"Myakka City","FL","Light","10 minutes+","Line of 60+ lights traveling in perfect formation across sky. ((NUFORC Note: Starlink satellites? PD))",2019-12-19,27.3497671,-82.161478
"6071",2019-12-14 05:42:00,"Newburgh","IN",NA,NA,"MADAR Node 142",2020-01-31,37.9456824,-87.4046571
"6072",2019-12-13 22:15:00,"Gilbert","AZ","Other","3 minutes","Strange shaped craft",2020-06-25,33.3527632,-111.7890373
"6073",2019-12-13 21:05:00,"Fayetteville","AR","Light","4 seconds","Blue light moved quickly and with maneuvers only a craft could make.",2019-12-19,36.0625843,-94.1574328
"6074",2019-12-13 20:15:00,"Chandler","AZ","Circle","15 minutes","Well I heard a rumbling sound outside and then when I went outside I looked up into the sky and saw a jet chasing a circle orb it was y",2019-12-19,33.3061605,-111.84125
"6075",2019-12-13 20:14:00,"Dickinson","TX","Light","20 seconds","UFO with video & odd sound",2019-12-19,29.4607876,-95.0513173
"6076",2019-12-13 18:55:00,"Rockwall","TX","Light","6-7 minutes","Bright white orb hovering above what I believe was Garland or maybe Dallas",2019-12-19,32.9312336,-96.4597089
"6077",2019-12-13 17:45:00,"Wapato","WA","Fireball","5 seconds","Looked like a shooting star travelling sideways then it was just gone. ((anonymous report))",2019-12-19,46.4476278,-120.4203382
"6078",2019-12-13 17:15:00,"Spokane","WA","Circle","11 minutes","I was viewing sky from my back porch, when I noticed a glowing orange orb located southwest of my backyard way off in the distance in t",2019-12-19,47.6571934,-117.4235106
"6079",2019-12-13 16:00:00,"Pineora","GA","Disk","45 seconds","I got out my car. I heard a low humming sound. I thought for a second that maybe an airplane was fixn to crash close. All of a sudden t",2020-04-09,32.2868638,-81.3915003
"6080",2019-12-13 09:10:00,"El paso","TX","Unknown","At stop light, brief","2 gliding objects",2019-12-19,31.7754152,-106.4646348
"6081",2019-12-13 04:00:00,"Sutton","AK","Sphere","3 minutes","Don't beam me up Scotty!",2019-12-19,61.7113889,-148.8941667
"6082",2019-12-13 03:50:00,"Las vegas","NV","Oval","1 second","Saw 1 white shaped tic tac craft fly over airplane.",2019-12-19,36.1672559,-115.1485163
"6083",2019-12-13 02:30:00,"Delaware","OH","Light","2 seconds","Green ball of light",2019-12-19,NA,NA
"6084",2019-12-13 00:00:00,"preston","CT","Oval","40 seconds","Two oval shapes containing colors of purple blue and red",2019-12-19,53.7593363,-2.6992717
"6085",2019-12-12 22:00:00,"Canyon Lake","TX","Changing","30 minutes","Unexplained lights in western Comal County skies",2019-12-19,29.8643185,-98.2437802
"6086",2019-12-12 19:30:00,"Newark","DE","Light","20 seconds","Witnessed low flying craft over the PA side of White Clay Creek State Park while driving on Hopkins Rd towards Route 896. Object was m",2019-12-19,40.735657,-74.1723667
"6087",2019-12-12 19:10:00,"Cottenwood","TX","Circle","3 minutes","A ufo appeared above blinked it's lights as soon as I tried to record it ,it disappeared.",2019-12-19,NA,NA
"6088",2019-12-12 19:00:00,"Canton","MI","Triangle","2 minutes","Triangular object with 3 lights approximately 40 meters long",2019-12-19,32.555664,-95.8640507
"6089",2019-12-12 19:00:00,"Canton","MI","Triangle","2 minutes","1. It was a triangle shape object with big lights.",2019-12-19,32.555664,-95.8640507
"6090",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6091",NA,NA,NA,NA,NA,"2.traveling very slow and low without noise.",NA,NA,NA
"6092",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6093",NA,NA,NA,NA,NA,"3. About 40 meters long 4. Got s",NA,NA,NA
"6094",2019-12-12 19:00:00,"Canton","MI","Triangle","2 minutes","We were driving in Ann Arbor Road.",2019-12-19,32.555664,-95.8640507
"6095",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6096",NA,NA,NA,NA,NA,"Around 7:39 PM. We saw a triangular shape object with 3 huge lights in each corner. I did not mak",NA,NA,NA
"6097",2019-12-12 18:50:00,"Combes","TX","Triangle","3 minutes","Single triangle craft hovering close to Road Ranger gas station by Highway 77, then traveled southwest direction, at slow stead speed.",2019-12-19,26.2486851,-97.7338816
"6098",2019-12-12 18:50:00,"Lizton","IN","Disk","4 minutes","We saw and object in the Sky south of Lizton, Indiana, time 18:50 , looked like two frisbee stacked on top of each other.",2019-12-19,39.8867109,-86.5433345
"6099",2019-12-12 18:44:00,"Livingston","TX","Light","3 minutes","While using satellite tracker app, my wife spotted a pulsing light traveling at an altitude that seemed twice that of a commercial airl",2019-12-19,30.711029,-94.9329898
"6100",2019-12-12 18:43:00,"Chester","VA","Light","5 seconds","My wife was driving southeast on a fairly populated main side road, it was dark out side at about 6:43pm, And my wife exclaimed” fallin",2019-12-22,53.1908873,-2.8908955
"6101",2019-12-12 18:30:00,"Waldorf","MD","Oval","5 minutes","UAP above our house",2019-12-22,38.6263882,-76.9106581
"6102",2019-12-12 17:45:00,"Norco","CA","Oval","5 minutes","Large Circular Structure hovering over south Riverside",2019-12-19,33.9323307,-117.5508901
"6103",2019-12-12 17:27:00,"Woodbridge","VA","Teardrop","25 minutes","The craft was a circle then forming into a teardrop shape then back to a circle.",2019-12-19,40.55418,-74.2860007694445
"6104",2019-12-12 17:01:00,"Hillsboro","OH","Triangle","2 minutes","Large orange lights in the sky moving ((anonymous report))",2019-12-19,NA,NA
"6105",2019-12-12 14:00:00,"Lisle","IL","Other","~5 minutes","Top Shaped Object Moves Back and Forth in Sky Over Parking Lot",2019-12-19,45.2787444,0.5481384
"6106",2019-12-12 12:32:00,"Albany","OR",NA,"1-2 seconds","I saw a white streak from the northeast moving to the southwest. Seemed to speed up and disappear",2019-12-19,44.6365071,-123.1059324
"6107",2019-12-12 09:49:00,"Alexandria","VA",NA,NA,"MADAR Node 141",2020-01-31,31.199004,29.894378
"6108",2019-12-12 09:30:00,"Greenville","SC","Cylinder","5 minutes","Myself and a co-worker saw 2 shiny silver cylinder shaped objects flying close to each other moving east to west. There was no trail o",2019-12-19,34.851354,-82.3984882
"6109",2019-12-12 07:15:00,"Irmo","SC",NA,NA,"MADAR Node 95",2020-01-31,34.08846885,-81.1802112130259
"6110",2019-12-12 06:44:00,"Marietta","GA",NA,NA,"MADAR Node 90",2020-01-31,33.9528472,-84.5496148
"6111",2019-12-12 06:40:00,"Orient","OH","Diamond","3 minutes","Seen a lot of weird lights in different formations over house for a period of about 3 minutes a video on phone and you could not hear o",2019-12-19,NA,NA
"6112",2019-12-12 06:15:00,"Phoenix","AZ","Light","4 minutes","30 star like objects traveling in line. ((NUFORC Note: Starlink satellites? PD))",2019-12-19,33.4484367,-112.0741417
"6113",2019-12-12 06:15:00,"phoenix","AZ","Formation","approx 10 min","30 lights in a perfect line heading from nne sky to sse horizon over phx. az. at 6;15 am on 12/12/2019",2019-12-19,33.4484367,-112.0741417
"6114",2019-12-12 06:00:00,"Phoenix","AZ","Sphere","15 minutes","Over 50 UFO's Travel Across Northern Phoenix, AZ Skys Right Above Me. ((NUFORC Note: Starlink satellites? PD))",2019-12-19,33.4484367,-112.0741417
"6115",2019-12-12 06:00:00,"Phoenix","AZ","Circle","2 minutes","7 round steady bright lights moving from NW to SW at very high speed ((NUFORC Note: Starlink satellites? PD))",2019-12-19,33.4484367,-112.0741417
"6116",2019-12-12 05:45:00,"Memphis","TN","Light","5 to 10 min","lights across Memphis sky",2019-12-19,35.1490215,-90.0516285
"6117",2019-12-12 05:44:00,"Natchez","MS","Diamond","9","Just seen 9 objects flying in a straight line one to the side in the front one to the side in the back kinda wired Perfectly spaced apa",2019-12-19,31.5604442,-91.403171
"6118",2019-12-12 05:36:00,"Rayville","LA","Light","10-15 mins.","50 to 60 white lights streaming from the Nortwestern to Southeastern sky in almost perfect formation. There was a few that was slightly",2019-12-19,32.4773643,-91.7548473
"6119",2019-12-12 05:25:00,"Valley City","ND",NA,NA,"MADAR Node 93",2020-01-31,46.923313,-98.003155
"6120",2019-12-12 05:00:00,"Brooklyn, New York","NY","Light","1 hour","6 floating crafts flashing red and white lights spotted at 5am in Brooklyn on 12/12",2019-12-19,NA,NA
"6121",2019-12-12 04:45:00,"Bellingham","WA","Light","5 minutes","I was delivering newspaper saw light moving far overhead turns out it was several lights in a grid moving south west I counted out 32 b",2019-12-19,48.7544012,-122.4788361
"6122",2019-12-12 04:05:00,"Tucson","AZ","Unknown","~15 minutes","caught sight of the trail of lights ((Starlink satellites??))",2020-07-23,32.2228765,-110.9748477
"6123",2019-12-12 03:35:00,"Sandton",NA,NA,"15 minutes","At 03.35 i came out to see three blue lights rotating above the clouds ((NUFORC Note: Advertising lights. PD))",2019-12-19,-26.0682406,28.0479844
"6124",2019-12-12 01:00:00,"Litchfield","SC","Circle","45 minutes","Flickering lights anomaly stationary in sky above beach.",2019-12-19,33.4890571,-79.0825399
"6125",2019-12-11 23:00:00,"Indio","CA","Other","Five minutes","Looked like an orange star like in the night sky. It stood there for a minute. I thought it was Mars but it was 3 times brighter and it",2019-12-19,33.7192808,-116.2188054
"6126",2019-12-11 22:27:00,"Evansville","KS",NA,NA,"MADAR Node 153",2020-01-31,NA,NA
"6127",2019-12-11 22:09:00,"Tierra Amarilla","NM","Triangle","6 seconds","Unlit object cast shadow on road, chased by plane seconds later",2019-12-19,36.7001374,-106.5497405
"6128",2019-12-11 21:22:00,"Royal Palm Beach","FL",NA,NA,"MADAR Node 76",2020-01-31,26.7083984,-80.2306019
"6129",2019-12-11 21:20:00,"Esko","MN","Unknown","1 second","Green and purple light zig zaged across sky for a secondt then disappeared",2019-12-19,46.6962749,-92.3649597
"6130",2019-12-11 21:00:00,"Louisville","KY","Fireball","An hour","I thought it was a star, but there was lights and it kept doing circular loops in the sky.",2019-12-19,38.2542376,-85.759407
"6131",2019-12-11 19:30:00,"Waldron","AR","Light","10 seconds","5 White/yellow lights in sky, no sound.",2019-12-19,34.8984323,-94.0907634
"6132",2019-12-11 19:25:00,"Coosada","AL","Cigar","5 seconds","it was silver and flew across the sky to the left and down (SW if on a compass)",2019-12-19,32.4979127,-86.3313602
"6133",2019-12-11 19:00:00,"Doyline","LA","Rectangle","10 min","I look across the street and about as high up a a cell tower I saw a group of lights stationary in the sky.it was there for about 10 mi",2019-12-19,32.5357073,-93.4110049
"6134",2019-12-11 19:00:00,"waterville","ME","Oval","3 seconds","walking from building and saw a big green oval stop and zoom across the sky off into the distance at a very high rate of speed faster t",2019-12-19,44.5520105,-69.6317121
"6135",2019-12-11 19:00:00,"Santa Barbara","CA","Fireball","2 seconds","Bright green fireball flew across the sky",2019-12-19,34.4221319,-119.7026673
"6136",2019-12-11 18:41:00,"Fond Du Lac","WI","Light","1 second","Driving through Fond Du Lac with my dad in the dark heading home and this ball of light comes speeding down very quickly then disappear",2019-12-19,43.7748763,-88.4458033
"6137",2019-12-11 18:30:00,"Kaplan","LA","Triangle","approximately 2 minutes","I saw strange blinking lights in the sky and when I got underneath it was a triangle.",2019-12-19,29.997984,-92.2848515
"6138",2019-12-11 18:30:00,"Bedford","TX","Triangle","Several Hours","Witnessed floating vertical triangles. With red, white green, yellow lights. Multiple hours sighting starting at 18:29 pm. Multiple lig",2019-12-19,32.844017,-97.1430671
"6139",2019-12-11 17:50:00,"Thornton","CO","Light","10 Minutes","2 flashing lights seen above Thornton.",2019-12-19,39.8695516,-104.985181
"6140",2019-12-11 17:45:00,"Independence","KS","Light","90 seconds","There were four lightsin the sky that appeared to be chasing each other",2019-12-19,37.2242358,-95.7083131
"6141",2019-12-11 16:09:00,"Fairfax","VA",NA,NA,"MADAR Node 122",2020-01-31,38.8462236,-77.3063733
"6142",2019-12-11 15:15:00,"Albany","OR","Circle","2 minutes","Driving east bound on Queen St and cross over Gary St and seen bright round light in the sky that was stationary and was above the tree",2019-12-19,44.6365071,-123.1059324
"6143",2019-12-11 15:00:00,"Cross Plains","TX","Light","10 minutes","Bright yellow and red lights lined up in a perfect line and also spaced out",2019-12-19,32.1262459,-99.1654444
"6144",2019-12-11 14:00:00,"Los Angeles","CA","Oval","1 minute","Tic tax shaped object over downtown LA",2020-02-07,34.0536909,-118.242766
"6145",2019-12-11 08:38:00,"Gatineau","QC","Oval","4 seconds","On December 11th 2019 at 8:38am, spotted a bright shiny (near blinding) silver'ish object in the sky as I was driving to work. I quick",2019-12-19,45.4841214,-75.6813728
"6146",2019-12-11 08:11:00,"Irmo","SC",NA,NA,"MADAR Node 95",2020-01-31,34.08846885,-81.1802112130259
"6147",2019-12-11 08:00:00,"Lavista","NE","Rectangle","5 minutes","We were at the ATM , our car stalled out and when we got it started we noticed a large square hovering for about 3-4 minutes to the sou",2019-12-19,47.1429429,-117.706039
"6148",2019-12-11 07:57:00,"Mountlake Terrace","WA",NA,NA,"MADAR Node 100",2020-01-31,47.7909667,-122.3066395
"6149",2019-12-11 07:32:00,"KATY","TX","Disk","10 SECONDS","Morning sighting of brightly lit disc which dematerialized",2019-12-19,29.7857853,-95.8243956
"6150",2019-12-11 06:30:00,"Knoxville","TN","Light","2-3 minutes","Several star like craft in line following each other across Knoxville l.",2019-12-19,35.9603948,-83.9210261
"6151",2019-12-11 06:20:00,"Shelbyville","KY","Light","20 min","I was looking at the stars like I usually do at work then all of a sudden I noticed a row of Lights moving I thought maybe the first on",2019-12-19,38.2120144,-85.2235666
"6152",2019-12-11 06:15:00,"Lyndora","PA","Light","8 mins","I witnessed this event beginning at 6:15 am until approx. 6:23 am this morning, 12/11/2019.",2019-12-19,NA,NA
"6153",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6154",NA,NA,NA,NA,NA,"It was a steady stream of “stars” moving",NA,NA,NA
"6155",2019-12-11 06:00:00,"Barberton","OH","Circle","12 to 15 minutes","Walking dog at 6am looking up to see clear night sky notice object going from north to south then another and another perfect formation",2019-12-19,NA,NA
"6156",2019-12-11 06:00:00,"seymour","TN","Unknown","10 min.","red objects high in the sky",2019-12-19,35.881048,-83.7766182647638
"6157",2019-12-11 05:50:00,"Fort Collins","CO","Light","10min","Out walking my dog I looked up at the sky and saw a small light moving. At first I thought it was a plane. Then I saw another light and",2019-12-19,40.5508527,-105.0668085
"6158",2019-12-11 05:45:00,"Wellington","CO","Formation","over 15 minutes","A string of 30 lights just appeared spaced evenly from North West to South East then turned South",2019-12-19,-41.2887953,174.7772114
"6159",2019-12-11 05:30:00,"Monterey","TN","Formation","10 min.","9 light formation travelling in morning sky",2019-12-19,36.1475642,-85.2683022
"6160",2019-12-11 05:20:00,"Clarksville","TN","Light","3 minutes","20 White starlike objects pop out of nowhere in vicinity of North star one after another with equal separation and travel slightly fast",2019-12-19,36.5277607,-87.3588703
"6161",2019-12-11 04:46:00,"New York","NY",NA,NA,"MADAR Node 85",2020-01-31,40.7127281,-74.0060152
"6162",2019-12-11 01:29:00,"Bedford","TX","Triangle","2:00 min","Witnessed floating vertical triangle. With red, and white lights. First sighting around 1:29 am. Second sighting around 2:00 am. Lights",2019-12-19,32.844017,-97.1430671
"6163",2019-12-10 23:41:00,"Buckfield","ME","Circle","15 seconds","Large aircraft traveling slowly just above tree line emitting green and red lights.",2020-02-07,44.289944,-70.365372
"6164",2019-12-10 22:00:00,"Miramar","FL","Oval",NA,"3 UFO going south east no lights no noise one after another same distance.WOW Miramar Parkway between Palm Ave and Red rd",2020-02-07,25.9873137,-80.2322706
"6165",2019-12-10 21:40:00,"San Pedro","CA","Teardrop","20 minutes","White glowing object over the night sky",2019-12-19,33.7358518,-118.2922934
"6166",2019-12-10 19:30:00,"Lincoln","NE","Light","3 minutes","Bright object",2020-02-07,40.8088861,-96.7077751
"6167",2019-12-10 19:15:00,"Duluth","MN","Light","50 seconds","5 Large Yellow/Orange Lights in formation and 1 separate, between 100-500' above ground in Duluth MN",2019-12-19,46.7729322,-92.1251218
"6168",2019-12-10 19:15:00,"Cook","MN","Light","3.5 minutes","Yellow orange sphere or glow",2019-12-19,47.852418,-92.689618
"6169",2019-12-10 19:00:00,"Litchfield Park","AZ","Light","30+ minutes","6-8 orange balls of light floating in revered J pattern",2019-12-19,33.4933796,-112.3581244
"6170",2019-12-10 18:30:00,"MOUNTAIN HOME",NA,"Sphere","1/2 hour","Bright object splits in two",2019-12-19,43.1329504,-115.6911975
"6171",2019-12-10 18:23:00,"Anaheim","CA","Circle","5 minutes","Red Orange Ball of Light",2019-12-19,33.8347516,-117.911732
"6172",2019-12-10 18:20:00,"Tucson","AZ","Triangle","3 min.","Huge, Brilliant White Light (Triangular) Craft seen in Tucson, AZ",2019-12-19,32.2228765,-110.9748477
"6173",2019-12-10 17:40:00,"Reading","PA","Light","5 seconds","Bright green flash that lit entire sky. Duration was 5 seconds. Light was all encompassing.",2019-12-19,NA,NA
"6174",2019-12-10 17:40:00,"Omaha","NE","Light","2 minutes","Unusual fast moving object overtaking ISS",2019-12-19,41.2587459,-95.9383758
"6175",2019-12-10 17:40:00,"Highland","IL","Light","12 seconds","Bright object was seen that flew at an incredible speed and pulsed in and out of view unlike anything I have seen before.",2019-12-19,34.1283442,-117.2086513
"6176",2019-12-10 17:32:00,"Niles","OH","Unknown","20","Pulsating light over the Chipotle Plaza started white and pulsated into a reddish yellow color lasting 3-4 secs and 2 secs in between.",2019-12-19,NA,NA
"6177",2019-12-10 17:30:00,"Mena","AR","Triangle","Till morning","Amorphous triangle in Arkansas sky",2019-12-19,34.5862171,-94.2396554
"6178",2019-12-10 17:00:00,"White Oak","MD","Formation","5 minutes","Daytime disappearing triangles in the sky.",2019-12-22,39.0398315,-76.9930319
"6179",2019-12-10 17:00:00,"Halls","TN","Triangle","7 minutes","As I reached home from hunting on farm, I noticed a bright light hovering in the distance. I recorded 5 minutes of it moving SW,as I di",2019-12-19,35.8756298,-89.3961835
"6180",2019-12-10 12:00:00,"Cheyenne","WY",NA,"36 hours","WY UFO information",2020-01-31,41.139981,-104.820246
"6181",2019-12-10 08:18:00,"Evansville","IN",NA,NA,"MADAR Node 153",2020-01-31,37.9747645,-87.5558483
"6182",2019-12-10 06:23:00,"Hastings","NE","Circle","20 min","I was returning back to my shop from picking up a load at work and I thought I was seeing Orion's belt when I got out of my truck I cou",2019-12-19,50.8553888,0.5824703
"6183",2019-12-10 06:20:00,"Waco","NE","Light","15-20","Lights were moving from the northwest sky towards the southeast sky. Not really any sound evenly spaced. ((Starlink satellites?))",2019-12-19,31.549333,-97.1466695
"6184",2019-12-10 06:11:00,"La Vista","NE","Oval","20 min","100s of lights moving in formation, and joining in from the sides.",2019-12-19,41.1832679,-96.0324044
"6185",2019-12-10 05:35:00,"Hudson","CO","Formation","5 Minutes","Perfect line of approximately 30 to 40 star like object across the sky going SE from the NW. ((Starlink satellites??))",2019-12-19,42.7654433,-71.4397167
"6186",2019-12-10 00:00:00,"LaVeta","CO","Cigar","2 min","A cigar shape craft descending at a 35 degree angle with one large lights at each end.Disappeared quickly",2019-12-19,NA,NA
"6187",2019-12-09 23:00:00,"Utica","NY","Circle","3 minutes","18 UFOs Over Building Clear Video!",2019-12-19,43.1009031,-75.2326641
"6188",2019-12-09 21:19:00,"Canton/Jackson Township","OH","Flash","less than a second","Green flash of light over Canton Ohio",2019-12-19,NA,NA
"6189",2019-12-09 21:00:00,"Sebring","FL","Triangle","40 minutes","Red and White Lights Over Sebring",2019-12-19,27.4957453,-81.4410425
"6190",2019-12-09 20:44:00,"Litchfield Beach","SC","Fireball","30 min","I have seen the Myrtle Beach UFO &quot;orbs&quot; a few times the last five or so years. This time I was at Belin Church in Murrells In",2019-12-19,33.4668348,-79.0997632
"6191",2019-12-09 18:50:00,"Roseburg","OR","Oval","5 minutes","Moon Anomaly Around 6:40 PM on December 9th my husband called me to our back deck to admire a small multi-colored rainbow around the",2019-12-19,43.216505,-123.3417381
"6192",2019-12-09 18:00:00,"Tallahassee","FL","Light","5 minutes","Two pulsing lights traveling along the same flight path at twilight",2019-12-19,30.4380832,-84.2809332
"6193",2019-12-09 09:39:00,"Nashua","NH",NA,NA,"MADAR Node 10",2020-01-31,42.7653662,-71.467566
