"GEOID","county","state","variable","estimate","total","casepercap"
"28069","Kemper","Mississippi","pop",750,450,60000
"17093","Kendall","Illinois","pop",5400,6495,120277.777777778
"48259","Kendall","Texas","pop",2300,524,22782.6086956522
"48261","Kenedy","Texas","pop",60,13,21666.6666666667
"23011","Kennebec","Maine","pop",11000,818,7436.36363636364
"55059","Kenosha","Wisconsin","pop",13500,10596,78488.8888888889
"10001","Kent","Delaware","pop",13500,5190,38444.4444444444
"24029","Kent","Maryland","pop",2300,468,20347.8260869565
"26081","Kent","Michigan","pop",49000,33963,69312.2448979592
"44003","Kent","Rhode Island","pop",11500,5180,45043.4782608696
"48263","Kent","Texas","pop",150,25,16666.6666666667
"21117","Kenton","Kentucky","pop",13000,5798,44600
"19107","Keokuk","Iowa","pop",2500,628,25120
"06029","Kern","California","pop",55000,42614,77480
"48265","Kerr","Texas","pop",3400,962,28294.1176470588
"45055","Kershaw","South Carolina","pop",4300,2975,69186.0465116279
"55061","Kewaunee","Wisconsin","pop",4800,1754,36541.6666666667
"26083","Keweenaw","Michigan","pop",650,71,10923.0769230769
"31103","Keya Paha","Nebraska","pop",250,22,8800
"38043","Kidder","North Dakota","pop",700,217,31000
"31105","Kimball","Nebraska","pop",600,177,29500
"48267","Kimble","Texas","pop",500,129,25800
"51097","King and Queen","Virginia","pop",500,105,21000
"48269","King","Texas","pop",70,2,2857.14285714286
"53033","King","Washington","pop",150000,45157,30104.6666666667
"51099","King George","Virginia","pop",2100,424,20190.4761904762
"51101","King William","Virginia","pop",1300,290,22307.6923076923
"40073","Kingfisher","Oklahoma","pop",1600,915,57187.5
"20095","Kingman","Kansas","pop",1500,388,25866.6666666667
"06031","Kings","California","pop",12500,11381,91048
"46077","Kingsbury","South Dakota","pop",1400,442,31571.4285714286
"48271","Kinney","Texas","pop",250,89,35600
"08061","Kiowa","Colorado","pop",450,26,5777.77777777778
"20097","Kiowa","Kansas","pop",800,118,14750
"40075","Kiowa","Oklahoma","pop",1500,385,25666.6666666667
"08063","Kit Carson","Colorado","pop",1300,303,23307.6923076923
"53035","Kitsap","Washington","pop",23000,2538,11034.7826086957
"53037","Kittitas","Washington","pop",3700,998,26972.972972973
"27069","Kittson","Minnesota","pop",1400,233,16642.8571428571
"41035","Klamath","Oregon","pop",5500,910,16545.4545454545
"48273","Kleberg","Texas","pop",1700,1218,71647.0588235294
"53039","Klickitat","Washington","pop",1900,275,14473.6842105263
"21119","Knott","Kentucky","pop",1600,573,35812.5
"17095","Knox","Illinois","pop",7000,2890,41285.7142857143
"18083","Knox","Indiana","pop",3700,2001,54081.0810810811
"21121","Knox","Kentucky","pop",2000,1225,61250
"23013","Knox","Maine","pop",4800,208,4333.33333333333
"29103","Knox","Missouri","pop",850,135,15882.3529411765
"31107","Knox","Nebraska","pop",2700,451,16703.7037037037
"39083","Knox","Ohio","pop",5200,1528,29384.6153846154
"47093","Knox","Tennessee","pop",34000,20026,58900
"48275","Knox","Texas","pop",700,122,17428.5714285714
"27071","Koochiching","Minnesota","pop",1900,405,21315.7894736842
"16055","Kootenai","Idaho","pop",10500,7709,73419.0476190476
"18085","Kosciusko","Indiana","pop",7700,4937,64116.8831168831
"19109","Kossuth","Iowa","pop",3200,1102,34437.5
"55063","La Crosse","Wisconsin","pop",12500,8408,67264
"04012","La Paz","Arizona","pop",1800,883,49055.5555555556
"08067","La Plata","Colorado","pop",6100,1388,22754.0983606557
"48283","La Salle","Texas","pop",400,402,100500
"20099","Labette","Kansas","pop",2800,875,31250
"27073","Lac qui Parle","Minnesota","pop",2400,396,16500
"42069","Lackawanna","Pennsylvania","pop",21500,5269,24506.976744186
"29105","Laclede","Missouri","pop",2700,1842,68222.2222222222
"05073","Lafayette","Arkansas","pop",950,267,28105.2631578947
"12067","Lafayette","Florida","pop",600,1329,221500
"28071","Lafayette","Mississippi","pop",3800,3382,89000
"29107","Lafayette","Missouri","pop",3700,1566,42324.3243243243
"55065","Lafayette","Wisconsin","pop",6300,1131,17952.380952381
"18087","LaGrange","Indiana","pop",3800,1544,40631.5789473684
"06033","Lake","California","pop",4000,939,23475
"08065","Lake","Colorado","pop",400,281,70250
"12069","Lake","Florida","pop",18500,10743,58070.2702702703
"17097","Lake","Illinois","pop",59000,38073,64530.5084745763
"18089","Lake","Indiana","pop",34500,29705,86101.4492753623
"26085","Lake","Michigan","pop",3100,205,6612.90322580645
"27075","Lake","Minnesota","pop",1800,433,24055.5555555556
"30047","Lake","Montana","pop",3800,1074,28263.1578947368
"39085","Lake","Ohio","pop",19500,8212,42112.8205128205
"41037","Lake","Oregon","pop",1000,138,13800
"46079","Lake","South Dakota","pop",1500,867,57800
"47095","Lake","Tennessee","pop",1100,1182,107454.545454545
"27077","Lake of the Woods","Minnesota","pop",500,102,20400
"01075","Lamar","Alabama","pop",1300,701,53923.0769230769
"13171","Lamar","Georgia","pop",1200,726,60500
"28073","Lamar","Mississippi","pop",3200,2978,93062.5
"48277","Lamar","Texas","pop",3900,2787,71461.5384615385
"48279","Lamb","Texas","pop",1700,990,58235.2941176471
"50015","Lamoille","Vermont","pop",3400,162,4764.70588235294
"38045","LaMoure","North Dakota","pop",1400,380,27142.8571428571
"48281","Lampasas","Texas","pop",1700,399,23470.5882352941
"31109","Lancaster","Nebraska","pop",27500,17155,62381.8181818182
"42071","Lancaster","Pennsylvania","pop",41500,17012,40992.7710843373
"45057","Lancaster","South Carolina","pop",5200,3559,68442.3076923077
"51103","Lancaster","Virginia","pop",1200,244,20333.3333333333
"32015","Lander","Nevada","pop",350,228,65142.8571428571
"20101","Lane","Kansas","pop",400,92,23000
"41039","Lane","Oregon","pop",29500,4441,15054.2372881356
"55067","Langlade","Wisconsin","pop",4600,1635,35543.4782608696
"13173","Lanier","Georgia","pop",550,403,73272.7272727273
"26087","Lapeer","Michigan","pop",10500,2957,28161.9047619048
"18091","LaPorte","Indiana","pop",10500,5107,48638.0952380952
"56021","Laramie","Wyoming","pop",6900,5290,76666.6666666667
"08069","Larimer","Colorado","pop",24500,10427,42559.1836734694
"21123","Larue","Kentucky","pop",1200,622,51833.3333333333
"08071","Las Animas","Colorado","pop",2000,266,13300
"17099","LaSalle","Illinois","pop",13500,6274,46474.0740740741
"06035","Lassen","California","pop",4400,2182,49590.9090909091
"16057","Latah","Idaho","pop",4100,1730,42195.1219512195
"40077","Latimer","Oklahoma","pop",2100,312,14857.1428571429
"01077","Lauderdale","Alabama","pop",7100,4267,60098.5915492958
"28075","Lauderdale","Mississippi","pop",4700,3594,76468.085106383
"47097","Lauderdale","Tennessee","pop",3100,2101,67774.1935483871
"21125","Laurel","Kentucky","pop",4000,2524,63100
"13175","Laurens","Georgia","pop",4200,2661,63357.1428571429
"45059","Laurens","South Carolina","pop",5500,2512,45672.7272727273
"48285","Lavaca","Texas","pop",2600,1391,53500
"01079","Lawrence","Alabama","pop",2800,1334,47642.8571428571
"05075","Lawrence","Arkansas","pop",2500,1181,47240
"17101","Lawrence","Illinois","pop",2100,1118,53238.0952380952
"18093","Lawrence","Indiana","pop",3300,1977,59909.0909090909
"21127","Lawrence","Kentucky","pop",1500,418,27866.6666666667
"28077","Lawrence","Mississippi","pop",1300,738,56769.2307692308
"29109","Lawrence","Missouri","pop",3300,1956,59272.7272727273
"39087","Lawrence","Ohio","pop",4600,2149,46717.3913043478
"42073","Lawrence","Pennsylvania","pop",11000,2292,20836.3636363636
"46081","Lawrence","South Dakota","pop",2200,2051,93227.2727272727
"47099","Lawrence","Tennessee","pop",4300,2841,66069.7674418605
"40079","Le Flore","Oklahoma","pop",9200,2467,26815.2173913043
"27079","Le Sueur","Minnesota","pop",6100,1501,24606.5573770492
"35025","Lea","New Mexico","pop",5000,4545,90900
"28079","Leake","Mississippi","pop",1600,1397,87312.5
"20103","Leavenworth","Kansas","pop",6200,3817,61564.5161290323
"42075","Lebanon","Pennsylvania","pop",12500,5386,43088
"01081","Lee","Alabama","pop",9200,7872,85565.2173913044
"05077","Lee","Arkansas","pop",1100,1197,108818.181818182
"12071","Lee","Florida","pop",45500,30456,66936.2637362637
"13177","Lee","Georgia","pop",2200,989,44954.5454545455
"17103","Lee","Illinois","pop",5000,2046,40920
"19111","Lee","Iowa","pop",4200,2072,49333.3333333333
"21129","Lee","Kentucky","pop",800,948,118500
"28081","Lee","Mississippi","pop",5900,5294,89728.813559322
"37105","Lee","North Carolina","pop",4300,2511,58395.3488372093
"45061","Lee","South Carolina","pop",1500,880,58666.6666666667
"48287","Lee","Texas","pop",1300,299,23000
"51105","Lee","Virginia","pop",1900,952,50105.2631578947
"26089","Leelanau","Michigan","pop",4000,386,9650
"28083","Leflore","Mississippi","pop",2400,2085,86875
"42077","Lehigh","Pennsylvania","pop",28000,11579,41353.5714285714
"16059","Lemhi","Idaho","pop",800,433,54125
"26091","Lenawee","Michigan","pop",13500,3420,25333.3333333333
"37107","Lenoir","North Carolina","pop",3900,2187,56076.9230769231
"12073","Leon","Florida","pop",19500,15252,78215.3846153846
"48289","Leon","Texas","pop",1400,449,32071.4285714286
"21131","Leslie","Kentucky","pop",750,292,38933.3333333333
"21133","Letcher","Kentucky","pop",1800,537,29833.3333333333
"12075","Levy","Florida","pop",3300,1422,43090.9090909091
"30049","Lewis and Clark","Montana","pop",5600,2929,52303.5714285714
"16061","Lewis","Idaho","pop",1300,210,16153.8461538462
"21135","Lewis","Kentucky","pop",1200,504,42000
"29111","Lewis","Missouri","pop",1600,431,26937.5
"36049","Lewis","New York","pop",5100,380,7450.98039215686
"47101","Lewis","Tennessee","pop",750,787,104933.333333333
"53041","Lewis","Washington","pop",7600,1245,16381.5789473684
"54041","Lewis","West Virginia","pop",1400,242,17285.7142857143
"45063","Lexington","South Carolina","pop",23500,11516,49004.2553191489
"12077","Liberty","Florida","pop",900,603,67000
"13179","Liberty","Georgia","pop",5100,1576,30901.9607843137
"30051","Liberty","Montana","pop",350,93,26571.4285714286
"48291","Liberty","Texas","pop",4900,2588,52816.3265306122
"39089","Licking","Ohio","pop",13500,6319,46807.4074074074
"01083","Limestone","Alabama","pop",6100,4404,72196.7213114754
"48293","Limestone","Texas","pop",2500,794,31760
"05079","Lincoln","Arkansas","pop",1700,2477,145705.882352941
"08073","Lincoln","Colorado","pop",1200,153,12750
"13181","Lincoln","Georgia","pop",850,329,38705.8823529412
"16063","Lincoln","Idaho","pop",1000,357,35700
"20105","Lincoln","Kansas","pop",650,94,14461.5384615385
"21137","Lincoln","Kentucky","pop",2100,744,35428.5714285714
"23015","Lincoln","Maine","pop",5300,156,2943.39622641509
"27081","Lincoln","Minnesota","pop",2000,368,18400
"28085","Lincoln","Mississippi","pop",1800,1973,109611.111111111
"29113","Lincoln","Missouri","pop",4300,2509,58348.8372093023
"30053","Lincoln","Montana","pop",1800,767,42611.1111111111
"31111","Lincoln","Nebraska","pop",4000,2337,58425
"32017","Lincoln","Nevada","pop",400,198,49500
"35027","Lincoln","New Mexico","pop",1100,790,71818.1818181818
"37109","Lincoln","North Carolina","pop",5800,3509,60500
"40081","Lincoln","Oklahoma","pop",6500,1374,21138.4615384615
"41041","Lincoln","Oregon","pop",4800,646,13458.3333333333
"46083","Lincoln","South Dakota","pop",4700,5453,116021.276595745
"47103","Lincoln","Tennessee","pop",2700,1711,63370.3703703704
"53043","Lincoln","Washington","pop",2200,174,7909.09090909091
"54043","Lincoln","West Virginia","pop",1300,433,33307.6923076923
"55069","Lincoln","Wisconsin","pop",6100,2072,33967.2131147541
"56023","Lincoln","Wyoming","pop",2100,659,31380.9523809524
"19113","Linn","Iowa","pop",18500,14513,78448.6486486486
"20107","Linn","Kansas","pop",1500,308,20533.3333333333
"29115","Linn","Missouri","pop",2400,326,13583.3333333333
"41043","Linn","Oregon","pop",9500,1469,15463.1578947368
"48295","Lipscomb","Texas","pop",950,133,14000
"09005","Litchfield","Connecticut","pop",16500,4547,27557.5757575758
"05081","Little River","Arkansas","pop",1300,651,50076.9230769231
"48297","Live Oak","Texas","pop",1000,452,45200
"17105","Livingston","Illinois","pop",5700,2312,40561.4035087719
"21139","Livingston","Kentucky","pop",1000,310,31000
"26093","Livingston","Michigan","pop",21000,5881,28004.7619047619
"29117","Livingston","Missouri","pop",2200,789,35863.6363636364
"36051","Livingston","New York","pop",8400,738,8785.71428571429
"48299","Llano","Texas","pop",1700,317,18647.0588235294
"05083","Logan","Arkansas","pop",2600,975,37500
"08075","Logan","Colorado","pop",2300,2247,97695.652173913
"17107","Logan","Illinois","pop",5400,1784,33037.037037037
"20109","Logan","Kansas","pop",600,238,39666.6666666667
"21141","Logan","Kentucky","pop",2400,1268,52833.3333333333
"31113","Logan","Nebraska","pop",300,49,16333.3333333333
"38047","Logan","North Dakota","pop",700,159,22714.2857142857
"39091","Logan","Ohio","pop",5400,1479,27388.8888888889
"40083","Logan","Oklahoma","pop",3900,1577,40435.8974358974
"54045","Logan","West Virginia","pop",2600,1069,41115.3846153846
"13183","Long","Georgia","pop",800,340,42500
"05085","Lonoke","Arkansas","pop",5400,2778,51444.4444444444
"39093","Lorain","Ohio","pop",25000,7854,31416
"35028","Los Alamos","New Mexico","pop",1300,155,11923.0769230769
"06037","Los Angeles","California","pop",764000,408515,53470.5497382199
"47105","Loudon","Tennessee","pop",3600,2395,66527.7777777778
"51107","Loudoun","Virginia","pop",28500,10232,35901.7543859649
"19115","Louisa","Iowa","pop",2200,883,40136.3636363636
"51109","Louisa","Virginia","pop",2500,538,21520
"31115","Loup","Nebraska","pop",250,31,12400
"40085","Love","Oklahoma","pop",1700,613,36058.8235294118
"48301","Loving","Texas","pop",20,1,5000
"01085","Lowndes","Alabama","pop",1200,809,67416.6666666667
"13185","Lowndes","Georgia","pop",7800,6453,82730.7692307692
"28087","Lowndes","Mississippi","pop",4100,2470,60243.9024390244
"48303","Lubbock","Texas","pop",20000,33045,165225
"19117","Lucas","Iowa","pop",1300,335,25769.2307692308
"39095","Lucas","Ohio","pop",34000,16462,48417.6470588235
"26095","Luce","Michigan","pop",1400,586,41857.1428571429
"13187","Lumpkin","Georgia","pop",1500,1313,87533.3333333333
"35029","Luna","New Mexico","pop",1600,1976,123500
"51111","Lunenburg","Virginia","pop",1300,172,13230.7692307692
"42079","Luzerne","Pennsylvania","pop",34500,9886,28655.0724637681
"42081","Lycoming","Pennsylvania","pop",18000,2243,12461.1111111111
"46085","Lyman","South Dakota","pop",1100,458,41636.3636363636
"48305","Lynn","Texas","pop",1100,376,34181.8181818182
"19119","Lyon","Iowa","pop",2600,1057,40653.8461538461
"20111","Lyon","Kansas","pop",3600,2657,73805.5555555556
"21143","Lyon","Kentucky","pop",1100,209,19000
"27083","Lyon","Minnesota","pop",6200,2246,36225.8064516129
"32019","Lyon","Nevada","pop",3600,1343,37305.5555555556
"26097","Mackinac","Michigan","pop",2500,296,11840
"26099","Macomb","Michigan","pop",69500,38600,55539.5683453237
"01087","Macon","Alabama","pop",2400,755,31458.3333333333
"13193","Macon","Georgia","pop",1200,342,28500
"17115","Macon","Illinois","pop",11000,6669,60627.2727272727
"29121","Macon","Missouri","pop",2500,693,27720
"37113","Macon","North Carolina","pop",2800,948,33857.1428571429
"47111","Macon","Tennessee","pop",1600,1874,117125
"17117","Macoupin","Illinois","pop",6400,2321,36265.625
"06039","Madera","California","pop",9700,6346,65422.6804123711
"01089","Madison","Alabama","pop",24000,13723,57179.1666666667
"05087","Madison","Arkansas","pop",1300,640,49230.7692307692
"12079","Madison","Florida","pop",1600,1271,79437.5
"13195","Madison","Georgia","pop",2500,1181,47240
"16065","Madison","Idaho","pop",2800,4276,152714.285714286
"17119","Madison","Illinois","pop",21500,14832,68986.0465116279
"18095","Madison","Indiana","pop",13000,5604,43107.6923076923
"19121","Madison","Iowa","pop",2200,708,32181.8181818182
"21151","Madison","Kentucky","pop",6900,4024,58318.8405797101
"28089","Madison","Mississippi","pop",6700,5014,74835.8208955224
"29123","Madison","Missouri","pop",1300,908,69846.1538461538
"30057","Madison","Montana","pop",1300,414,31846.1538461538
"31119","Madison","Nebraska","pop",4100,3201,78073.1707317073
"36053","Madison","New York","pop",8700,963,11068.9655172414
"37115","Madison","North Carolina","pop",1900,536,28210.5263157895
"39097","Madison","Ohio","pop",5000,1836,36720
"47113","Madison","Tennessee","pop",7900,5519,69860.7594936709
"48313","Madison","Texas","pop",1500,869,57933.3333333333
"51113","Madison","Virginia","pop",750,191,25466.6666666667
"21153","Magoffin","Kentucky","pop",1100,521,47363.6363636364
"19123","Mahaska","Iowa","pop",3100,1311,42290.3225806452
"27087","Mahnomen","Minnesota","pop",2400,307,12791.6666666667
"39099","Mahoning","Ohio","pop",20500,8647,42180.487804878
"40093","Major","Oklahoma","pop",1600,524,32750
"41045","Malheur","Oregon","pop",3900,2419,62025.641025641
"12081","Manatee","Florida","pop",23000,17006,73939.1304347826
"26101","Manistee","Michigan","pop",5100,399,7823.52941176471
"55071","Manitowoc","Wisconsin","pop",13500,5617,41607.4074074074
"55073","Marathon","Wisconsin","pop",22500,10619,47195.5555555556
"01091","Marengo","Alabama","pop",1700,1234,72588.2352941176
"04013","Maricopa","Arizona","pop",293000,213988,73033.4470989761
"29125","Maries","Missouri","pop",950,373,39263.1578947368
"06041","Marin","California","pop",18000,7840,43555.5555555556
"55075","Marinette","Wisconsin","pop",7900,3233,40924.0506329114
"01093","Marion","Alabama","pop",2600,1447,55653.8461538462
"05089","Marion","Arkansas","pop",1700,448,26352.9411764706
"12083","Marion","Florida","pop",18500,13176,71221.6216216216
"13197","Marion","Georgia","pop",650,249,38307.6923076923
"17121","Marion","Illinois","pop",6300,2558,40603.1746031746
"18097","Marion","Indiana","pop",62000,47064,75909.6774193548
"19125","Marion","Iowa","pop",3900,2083,53410.2564102564
"20115","Marion","Kansas","pop",2600,454,17461.5384615385
"21155","Marion","Kentucky","pop",2100,1030,49047.619047619
"28091","Marion","Mississippi","pop",1600,1194,74625
"29127","Marion","Missouri","pop",3100,1818,58645.1612903226
"39101","Marion","Ohio","pop",6100,5114,83836.0655737705
"41047","Marion","Oregon","pop",23500,9514,40485.1063829787
"45067","Marion","South Carolina","pop",1900,1326,69789.4736842105
"47115","Marion","Tennessee","pop",2900,1153,39758.6206896552
"48315","Marion","Texas","pop",800,184,23000
"54049","Marion","West Virginia","pop",5600,927,16553.5714285714
"06043","Mariposa","California","pop",1500,143,9533.33333333333
"45069","Marlboro","South Carolina","pop",2700,1437,53222.2222222222
"26103","Marquette","Michigan","pop",9300,3796,40817.2043010753
"55077","Marquette","Wisconsin","pop",4900,1157,23612.2448979592
"01095","Marshall","Alabama","pop",13000,6473,49792.3076923077
"17123","Marshall","Illinois","pop",2500,421,16840
"18099","Marshall","Indiana","pop",4800,3233,67354.1666666667
"19127","Marshall","Iowa","pop",4900,3541,72265.306122449
"20117","Marshall","Kansas","pop",2200,667,30318.1818181818
"21157","Marshall","Kentucky","pop",2300,1020,44347.8260869565
"27089","Marshall","Minnesota","pop",3600,514,14277.7777777778
"28093","Marshall","Mississippi","pop",2200,2228,101272.727272727
"40095","Marshall","Oklahoma","pop",2300,774,33652.1739130435
"46091","Marshall","South Dakota","pop",900,191,21222.2222222222
"47117","Marshall","Tennessee","pop",2600,1827,70269.2307692308
"54051","Marshall","West Virginia","pop",2700,1276,47259.2592592593
"12085","Martin","Florida","pop",9900,6288,63515.1515151515
"18101","Martin","Indiana","pop",1000,384,38400
"21159","Martin","Kentucky","pop",1000,440,44000
"27091","Martin","Minnesota","pop",5200,1194,22961.5384615385
"37117","Martin","North Carolina","pop",2000,852,42600
"48317","Martin","Texas","pop",500,242,48400
"17125","Mason","Illinois","pop",2500,749,29960
"21161","Mason","Kentucky","pop",1600,468,29250
"26105","Mason","Michigan","pop",5600,618,11035.7142857143
"48319","Mason","Texas","pop",350,131,37428.5714285714
"53045","Mason","Washington","pop",4900,806,16448.9795918367
"54053","Mason","West Virginia","pop",1900,513,27000
"17127","Massac","Illinois","pop",1600,610,38125
"48321","Matagorda","Texas","pop",2100,1314,62571.4285714286
"51115","Mathews","Virginia","pop",400,163,40750
"15009","Maui","Hawaii","pop",14500,845,5827.58620689655
"47119","Maury","Tennessee","pop",5700,6261,109842.105263158
"48323","Maverick","Texas","pop",2600,4883,187807.692307692
"40097","Mayes","Oklahoma","pop",6400,1661,25953.125
"40087","McClain","Oklahoma","pop",4400,2505,56931.8181818182
"30055","McCone","Montana","pop",350,100,28571.4285714286
"46087","McCook","South Dakota","pop",1500,597,39800
"45065","McCormick","South Carolina","pop",1100,341,31000
"21145","McCracken","Kentucky","pop",4400,2987,67886.3636363636
"21147","McCreary","Kentucky","pop",1100,572,52000
"48307","McCulloch","Texas","pop",750,279,37200
"40089","McCurtain","Oklahoma","pop",6100,2302,37737.7049180328
"29119","McDonald","Missouri","pop",2500,1622,64880
"17109","McDonough","Illinois","pop",3700,1609,43486.4864864865
"37111","McDowell","North Carolina","pop",3000,1906,63533.3333333333
"54047","McDowell","West Virginia","pop",2000,629,31450
"13189","McDuffie","Georgia","pop",1400,940,67142.8571428571
"17111","McHenry","Illinois","pop",24000,14655,61062.5
"38049","McHenry","North Dakota","pop",1500,457,30466.6666666667
"13191","McIntosh","Georgia","pop",750,389,51866.6666666667
"38051","McIntosh","North Dakota","pop",850,240,28235.2941176471
"40091","McIntosh","Oklahoma","pop",2500,849,33960
"42083","McKean","Pennsylvania","pop",7100,511,7197.18309859155
"38053","McKenzie","North Dakota","pop",1300,891,68538.4615384615
"35031","McKinley","New Mexico","pop",11500,7225,62826.0869565217
"17113","McLean","Illinois","pop",17000,8711,51241.1764705882
"21149","McLean","Kentucky","pop",1400,395,28214.2857142857
"38055","McLean","North Dakota","pop",2500,995,39800
"48309","McLennan","Texas","pop",19000,14531,76478.9473684211
"27085","McLeod","Minnesota","pop",6900,2213,32072.4637681159
"47107","McMinn","Tennessee","pop",3800,2738,72052.6315789474
"48311","McMullen","Texas","pop",100,30,30000
"47109","McNairy","Tennessee","pop",3200,1431,44718.75
"20113","McPherson","Kansas","pop",3700,1447,39108.1081081081
"31117","McPherson","Nebraska","pop",150,16,10666.6666666667
"46089","McPherson","South Dakota","pop",500,151,30200
"20119","Meade","Kansas","pop",900,314,34888.8888888889
"21163","Meade","Kentucky","pop",2400,765,31875
"46093","Meade","South Dakota","pop",2400,1763,73458.3333333333
"30059","Meagher","Montana","pop",300,109,36333.3333333333
"37119","Mecklenburg","North Carolina","pop",71000,43983,61947.8873239437
"51117","Mecklenburg","Virginia","pop",2800,1012,36142.8571428571
"26107","Mecosta","Michigan","pop",6900,1279,18536.231884058
"39103","Medina","Ohio","pop",15000,5433,36220
"48325","Medina","Texas","pop",3000,1531,51033.3333333333
"27093","Meeker","Minnesota","pop",6800,1356,19941.1764705882
"39105","Meigs","Ohio","pop",2500,464,18560
"47121","Meigs","Tennessee","pop",1300,516,39692.3076923077
"46095","Mellette","South Dakota","pop",500,180,36000
"17129","Menard","Illinois","pop",1900,486,25578.947368421
"48327","Menard","Texas","pop",200,112,56000
"06045","Mendocino","California","pop",6700,1632,24358.2089552239
"21165","Menifee","Kentucky","pop",700,135,19285.7142857143
"26109","Menominee","Michigan","pop",5100,1352,26509.8039215686
"55078","Menominee","Wisconsin","pop",650,565,86923.0769230769
"06047","Merced","California","pop",18000,12281,68227.7777777778
"17131","Mercer","Illinois","pop",2900,773,26655.1724137931
"21167","Mercer","Kentucky","pop",1800,746,41444.4444444444
"29129","Mercer","Missouri","pop",750,88,11733.3333333333
"34021","Mercer","New Jersey","pop",25000,14029,56116
"38057","Mercer","North Dakota","pop",1300,875,67307.6923076923
"39107","Mercer","Ohio","pop",4500,3113,69177.7777777778
"42085","Mercer","Pennsylvania","pop",17500,3009,17194.2857142857
"54055","Mercer","West Virginia","pop",4300,1374,31953.488372093
"13199","Meriwether","Georgia","pop",1700,800,47058.8235294118
"31121","Merrick","Nebraska","pop",1500,476,31733.3333333333
"33013","Merrimack","New Hampshire","pop",15000,1973,13153.3333333333
"08077","Mesa","Colorado","pop",10000,6036,60360
"21169","Metcalfe","Kentucky","pop",950,397,41789.4736842105
"18103","Miami","Indiana","pop",4300,1836,42697.6744186047
"20121","Miami","Kansas","pop",2700,1073,39740.7407407407
"39109","Miami","Ohio","pop",8300,4926,59349.3975903614
"12086","Miami-Dade","Florida","pop",154000,231760,150493.506493506
"09007","Middlesex","Connecticut","pop",12500,3753,30024
"25017","Middlesex","Massachusetts","pop",117000,46743,39951.282051282
"34023","Middlesex","New Jersey","pop",63500,31312,49310.2362204724
"51119","Middlesex","Virginia","pop",900,172,19111.1111111111
"26111","Midland","Michigan","pop",9600,3097,32260.4166666667
"48329","Midland","Texas","pop",8000,7810,97625
"42087","Mifflin","Pennsylvania","pop",5400,1803,33388.8888888889
"48331","Milam","Texas","pop",2300,643,27956.5217391304
"49027","Millard","Utah","pop",2100,465,22142.8571428571
"27095","Mille Lacs","Minnesota","pop",6500,1588,24430.7692307692
"05091","Miller","Arkansas","pop",3000,2178,72600
"13201","Miller","Georgia","pop",650,416,64000
"29131","Miller","Missouri","pop",2500,1519,60760
"19129","Mills","Iowa","pop",2200,1069,48590.9090909091
"48333","Mills","Texas","pop",650,150,23076.9230769231
"55079","Milwaukee","Wisconsin","pop",82000,73976,90214.6341463415
"46097","Miner","South Dakota","pop",550,189,34363.6363636364
"08079","Mineral","Colorado","pop",200,36,18000
"30061","Mineral","Montana","pop",600,74,12333.3333333333
"32021","Mineral","Nevada","pop",500,114,22800
"54057","Mineral","West Virginia","pop",2200,1356,61636.3636363636
"54059","Mingo","West Virginia","pop",2200,990,45000
"16067","Minidoka","Idaho","pop",1800,1766,98111.1111111111
"46099","Minnehaha","South Dakota","pop",17000,20652,121482.352941176
"26113","Missaukee","Michigan","pop",4400,296,6727.27272727273
"05093","Mississippi","Arkansas","pop",4100,3265,79634.1463414634
"29133","Mississippi","Missouri","pop",1700,891,52411.7647058824
"30063","Missoula","Montana","pop",8000,4803,60037.5
"13205","Mitchell","Georgia","pop",1900,1005,52894.7368421053
"19131","Mitchell","Iowa","pop",1800,811,45055.5555555556
"20123","Mitchell","Kansas","pop",950,213,22421.0526315789
"37121","Mitchell","North Carolina","pop",1300,533,41000
"48335","Mitchell","Texas","pop",950,349,36736.8421052632
"01097","Mobile","Alabama","pop",28500,20103,70536.8421052632
"06049","Modoc","California","pop",950,113,11894.7368421053
"08081","Moffat","Colorado","pop",1100,319,29000
"04015","Mohave","Arizona","pop",13500,6477,47977.7777777778
"29135","Moniteau","Missouri","pop",2500,1244,49760
"34025","Monmouth","New Jersey","pop",49000,21053,42965.306122449
"06051","Mono","California","pop",700,550,78571.4285714286
"19133","Monona","Iowa","pop",1900,444,23368.4210526316
"54061","Monongalia","West Virginia","pop",7800,3373,43243.5897435897
"01099","Monroe","Alabama","pop",1700,830,48823.5294117647
"05095","Monroe","Arkansas","pop",900,310,34444.4444444444
"12087","Monroe","Florida","pop",6200,3392,54709.6774193548
"13207","Monroe","Georgia","pop",1800,1073,59611.1111111111
"17133","Monroe","Illinois","pop",3000,2126,70866.6666666667
"18105","Monroe","Indiana","pop",10500,5831,55533.3333333333
"19135","Monroe","Iowa","pop",950,450,47368.4210526316
"21171","Monroe","Kentucky","pop",1300,723,55615.3846153846
"26115","Monroe","Michigan","pop",14000,5530,39500
"28095","Monroe","Mississippi","pop",2800,2067,73821.4285714286
"29137","Monroe","Missouri","pop",1600,397,24812.5
"36055","Monroe","New York","pop",58500,16061,27454.7008547009
"39111","Monroe","Ohio","pop",2000,390,19500
"42089","Monroe","Pennsylvania","pop",9300,3449,37086.0215053763
"47123","Monroe","Tennessee","pop",3000,2295,76500
"54063","Monroe","West Virginia","pop",1000,379,37900
"55081","Monroe","Wisconsin","pop",9700,2679,27618.5567010309
"48337","Montague","Texas","pop",2000,637,31850
